INVOICE_NO,CUST_ID,ITEM_ID,ITEM_NO,PRODUCT_TYPE,TRX_DATE,QUANTITY
216074874,2717205,3408437,ESD7004MUTAG,DISCRETE,2016/7/20,9000
216072030,43844,2895075,"BZV55-B5V6,115",DISCRETE,2016/7/8,620
216077939,43844,70298,"PMLL4148L,115",DISCRETE,2016/7/29,3339
216077837,27495,70450,"PMBT3906,215",DISCRETE,2016/7/29,30000
216071361,2174,193058,NTZD3154NT1G,DISCRETE,2016/7/6,4000
216073460,52735,14863075,LM3638A0YFDR-CF,LINEAR IC,2016/7/14,9000
216077528,37619,15017115,"RN1306(T5LSONY,F,T",DISCRETE,2016/7/28,27000
216072102,3727248,5453588,AV8063801116903SR0T5,CPU / MPU,2016/7/8,40
216077177,98198,14565265,ISL95813HRZ-T,LINEAR IC,2016/7/27,12000
216077888,2472,15253035,MTA4ATF51264AZ-2G3B1,MEMORY_EMBEDED,2016/7/29,4
216076949,24132,14863065,CSD68822F4-CF,LINEAR IC,2016/7/27,3000
216077950,11146,3304843,PCA9546APWR,LOGIC IC,2016/7/29,2000
316070075,23051,3343149,XPEAMB-L1-A30-N3-C-01,OPTICAL AND SENSOR,2016/7/1,1000
316077150,23051,14979902,XMLBWT-0-7A3-T30-0U-0001(CGYP),OPTICAL AND SENSOR,2016/7/19,1000
316072431,28975,15046054,XPEBWT-H1-7B1-R2-0-03,OPTICAL AND SENSOR,2016/7/7,2000
A10116709,33403,14846023,XPGBWT-B1-2A0-R5-F-01,OPTICAL AND SENSOR,2016/7/7,0
A10117625,33403,15022119,XPGBWT-L1-2B0-S3-0-01,OPTICAL AND SENSOR,2016/7/27,0
A10117625,33403,15083611,XPGBWT-H1-1A0-S2-0-01,OPTICAL AND SENSOR,2016/7/27,0
316074944,1813200,5913591,ADV7181DBCPZ-RL,LINEAR IC,2016/7/14,10000
W016070735,19447,70072,MMBT3906LT1G,DISCRETE,2016/7/2,21000
W016073748,25930,131127,TL431CLPRPG,LINEAR IC,2016/7/13,2000
W016072162,19517,3298019,UCC28C43D,LINEAR IC,2016/7/8,75
W016075023,9573,3394343,MSP430G2553IPW28R,CPU / MPU,2016/7/18,48000
W016078998,19371,3758602,LP2951ACMM/NOPB,LINEAR IC,2016/7/29,8000
W016075043,55781,2602032,NTGS4141NT1G,DISCRETE,2016/7/18,39000
316077576,43939,14993925,XTEAWT-0-5B4-R40-FH-0003,OPTICAL AND SENSOR,2016/7/20,3000
316077576,43939,14993928,XTEAWT-0-5A3-R40-FH-0003,OPTICAL AND SENSOR,2016/7/20,4000
B516070143/01838856,2581206,3329228,TLV3501AIDR,LINEAR IC,2016/7/8,2500
B516070254/01839157,3711249,3321468,39036024,PEMCO,2016/7/15,2000
B516070061/14899399,6575,2205853,500798000,PEMCO,2016/7/5,25000
B516070158/01838863,3527295,15242279,688016144,PEMCO,2016/7/8,25000
B516070355/14899534,54139,2208089,39012020,PEMCO,2016/7/20,20000
B516070326/01839298,53015,143639,LM2902PWR,LINEAR IC,2016/7/19,4000
B516070360/14900000,3415250,14798985,705430039,PEMCO,2016/7/20,5040
B516070355/14899534,54139,2205181,22111041,PEMCO,2016/7/20,22000
B516070057/58725578,1098200,14837979,526100833,PEMCO,2016/7/5,6000
B516070295/01839240,45136,14710894,ADS7223SRHBR,LOGIC IC,2016/7/18,400
B516070037/01839022,51102,3330042,SFH615A-3X009,OPTICAL AND SENSOR,2016/7/4,4000
B516070278/01839168,3247243,3390130,351840200,PEMCO,2016/7/15,50000
B516070166/14899443,2933373,13202587,781720411,PEMCO,2016/7/11,360000
216077955,11146,953647,TLV431BSN1T1G,LINEAR IC,2016/7/29,3000
216072765,2717205,4709647,NUP4114UCW1T2G,DISCRETE,2016/7/13,54000
216074488,11146,14566115,ISL21080CIH330Z-TK,LINEAR IC,2016/7/19,8000
216077939,43844,1755,"PMBT4401,215",DISCRETE,2016/7/29,383445
216074422,51693,135818,"PMBTA56,215",DISCRETE,2016/7/19,9000
216076121,6311,70324,SN74LVC1G3157DCKR,LOGIC IC,2016/7/25,21000
216072089,15611,150212,TL431BCDBZR,LINEAR IC,2016/7/8,261000
216074690,27495,14813454,RB520S30YL,DISCRETE,2016/7/20,6000
216070474,20157,1744,"BC846,215",DISCRETE,2016/7/2,12000
216071560,11148,70072,MMBT3906LT1G,DISCRETE,2016/7/7,3000
216076045,23834,126597,MMBT4401LT1G,DISCRETE,2016/7/25,3000
216070046,2377,70415,MMBT3904LT1G,DISCRETE,2016/7/1,12000
216071413,15611,13073589,OV02722-A50H,OPTICAL AND SENSOR,2016/7/6,8640
216077881,27495,15056957,PESD5V0H1BSFYL,DISCRETE,2016/7/29,9000
306071678,46369,11913594,XBDRED-0-R20-P20-C0-0001,OPTICAL AND SENSOR,2016/7/29,10000
216067360,2507,131417,NL27WZ14DFT2G,LOGIC IC,2016/6/29,0
W016073610,19517,145298,DCR010505P,LINEAR IC,2016/7/13,20
W016070095,19347,116867,AD822BRZ,LINEAR IC,2016/7/1,686
W016070096,19347,643429,AD8032ARZ,LINEAR IC,2016/7/1,392
W016074621,7536,3037078,AD8606ARZ-REEL7,LINEAR IC,2016/7/15,1000
W016076012,19347,3368189,UCC28C43DGKR,LINEAR IC,2016/7/20,2500
W016075547,19347,141982,TPS76033DBVR,LINEAR IC,2016/7/19,3000
W016076803,19347,3866163,LP38502ASDX-ADJ/NOPB,LINEAR IC,2016/7/22,13500
3416070113,33132,15288975,BX80662I56400SR2L7,CPU / MPU,2016/7/8,10
W016076955,3364256,15149072,STLJF3117PT1G,DISCRETE,2016/7/22,9000
316074951,38979,15362004,CLV1L-FKB-CHMMQDGBB7673673,OPTICAL AND SENSOR,2016/7/14,8000
316077576,43939,14993928,XTEAWT-0-5A3-R40-FH-0003,OPTICAL AND SENSOR,2016/7/20,1000
W016074268,2956236,3249985,TL720M05QKTTRQ1,LINEAR IC,2016/7/14,1500
W016073984,24673,151381,UC3844AN,LINEAR IC,2016/7/14,1800
B516070561/14899948,5550,3377991,RAVF164DJT100K,PEMCO,2016/7/29,80000
B516070392/14899493,3557257,15202007,TOTX1951(F),DISCRETE,2016/7/22,500
B516070106/01838963,56844,128444,MM3Z5V6ST1G,DISCRETE,2016/7/7,6000
B516070231/01839130,3202246,70415,MMBT3904LT1G,DISCRETE,2016/7/14,33000
B516070057/58725578,1098200,3342452,512811094,PEMCO,2016/7/5,9000
B516070510,54473,3429113,0297900.WXNV,PEMCO,2016/7/28,33000
B516070334/01839303,53015,3369412,"TLP190B(TPL,U,C,F)",DISCRETE,2016/7/19,3000
A20160700003,999999999,14511983,457503111,PEMCO,2016/7/29,0
B516070176/01838953,45136,142165,TLC5615CP,LINEAR IC,2016/7/11,600
B516070002/14899430,2933373,13202587,781720411,PEMCO,2016/7/1,360000
B516070255/14899447,2933373,2208003,510210500,PEMCO,2016/7/15,100000
5119,999999999,15594974,BV050HDL-N41-1Q00,OPTICAL AND SENSOR,2016/7/31,0
B516070413/14899369,1076204,856,0257030.PXPV,PEMCO,2016/7/25,40000
B516070218/14899446,2933373,3207300,534260210,PEMCO,2016/7/13,1500
216073008,33431,14818245,SZ1SMB24AT3G,DISCRETE,2016/7/13,7500
216070349,2507,3394678,NCP1589LMNTWG,LINEAR IC,2016/7/1,9000
216076930,52735,14863071,LM3534TMX-A1/NOPB-CF,LINEAR IC,2016/7/27,3000
216077961,52735,14863069,LM3258NTMX/NOPB-CF,LINEAR IC,2016/7/29,12000
216074484,11146,148741,SN74LVC1G07DBVR,LOGIC IC,2016/7/19,6000
216076493,15225,3806863,LM63DIMAX/NOPB,LINEAR IC,2016/7/26,7500
216071568,11148,1708,"BAT54C,215",DISCRETE,2016/7/7,3000
216070474,20157,88477,"BC847C,215",DISCRETE,2016/7/2,12000
216074146,23834,126597,MMBT4401LT1G,DISCRETE,2016/7/18,9000
216076581,33431,125963,NSR0320MW2T1G,DISCRETE,2016/7/26,3000
216075783,33431,125963,NSR0320MW2T1G,DISCRETE,2016/7/22,3000
216076120,5365,126724,MRA4004T3G,DISCRETE,2016/7/25,30000
216076548,52419,3325320,TPS2557DRBR,LINEAR IC,2016/7/26,3000
216070003,2065,133269,"74AHC1G08GV,125",LOGIC IC,2016/7/1,9000
216074788,55232,133453,"74LVC1G3157GW,125",LOGIC IC,2016/7/20,3000
5119,15468,70334,LM358DR,LINEAR IC,2016/7/31,0
5119,26459,3843316,LMV331M5X/NOPB,LINEAR IC,2016/7/31,0
5119,55782,149991,SN74LVC1G32DCKR,LOGIC IC,2016/7/31,0
316077576,43939,14998924,XTEAWT-0-5A4-R40-FH-0003,OPTICAL AND SENSOR,2016/7/20,1000
306071995,46369,14490752,XPEBWT-L1-1A0-R4-F-01,OPTICAL AND SENSOR,2016/7/29,40000
216074417,51693,14564153,W25Q128FVPIQT,MEMORY_EMBEDED,2016/7/19,20000
216073808,3558,135251,"BYC8-600,127",DISCRETE,2016/7/15,2000
W016076334,19355,3758590,LM94023BITMX/NOPB,LINEAR IC,2016/7/21,3000
W016074981,7141,3431676,LM4041CIM3-ADJ/NOPB,LINEAR IC,2016/7/18,3000
W016076506,19377,70349,LM393DR,LINEAR IC,2016/7/21,5000
5119,57036,138779,TLV2211IDBVR,LINEAR IC,2016/7/31,0
5119,57989,143759,LM324ADR,LINEAR IC,2016/7/31,0
216077946,2194,3223283,SIS412DN-T1-GE3,DISCRETE,2016/7/29,3000
216076105,4728,14704320,SIA441DJ-T1-GE3,DISCRETE,2016/7/25,3000
215085411,2507,128934,MMSZ5231BT1G,DISCRETE,2015/8/22,0
216061650,11138,3344768,CC2540F256RHAR,LINEAR IC,2016/6/7,0
B516060531/部分退货,2584203,15594975,BV050HDL-N41-1Q01,OPTICAL AND SENSOR,2016/7/12,-6600
216077896,51693,15051986,NCT3527U-A-T,LINEAR IC,2016/7/29,12000
5119,999999999,15597991,BV050FWQ-N13-1Q01,OPTICAL AND SENSOR,2016/7/31,0
216070393,2507,134202,"74AHCT1G126GV,125",LOGIC IC,2016/7/1,3000
216077911,2192,87945,"PMBS3904,215",DISCRETE,2016/7/29,6000
216076334,10315,14564800,ISL62771HRTZ-T,LINEAR IC,2016/7/26,6000
216074414,6259,14750897,ESD7504MUTAG,DISCRETE,2016/7/19,3000
216074637,2377,3403847,UCC28063DR,LINEAR IC,2016/7/20,2500
216074414,6259,14750897,ESD7504MUTAG,DISCRETE,2016/7/19,3000
216071961,54029,3337297,TPS54226PWPR,LINEAR IC,2016/7/8,26000
216070393,2507,2286017,"74LVC1G74GT,115",LOGIC IC,2016/7/1,5000
216074404,11146,87519,NC7WZ07P6X,LOGIC IC,2016/7/19,6000
216076938,52735,15142075,CSD68827W-CF,LINEAR IC,2016/7/27,3000
216074414,6259,14750897,ESD7504MUTAG,DISCRETE,2016/7/19,9000
CX47348653,2506,14906018,"LPC1114FHI33/303,5",CPU / MPU,2016/7/28,12747
CX47347227,10183,133614,"74LVC2G125DC,125",LOGIC IC,2016/7/15,6000
CX47345839,10314,126542,MMBT2907ALT1G,DISCRETE,2016/7/4,6000
CX47347172,2506,14677766,FH8065501516762SR1S9,CPU / MPU,2016/7/15,8
CX47346011,2791,1708,"BAT54C,215",DISCRETE,2016/7/5,3000
CX47347659,9554,14557769,TH58NVG4S0FTAK0B4H,MEMORY_SYSTEM,2016/7/21,4540
CX47345415,9552,134741,"BCP69,115",DISCRETE,2016/7/1,2000
CX47348035,2559,150217,TL431ACPK,LINEAR IC,2016/7/26,30000
216070325,98198,98015,1SMB22AT3G,DISCRETE,2016/7/1,5000
216074078,33431,3250538,TPS2553DRVR,LINEAR IC,2016/7/18,3000
216077952,24132,15234976,LM3539A1YFFR-CF,LINEAR IC,2016/7/29,6000
216070003,2065,2206573,"74HC125D,653",LOGIC IC,2016/7/1,10000
CX47348669,7364,3180734,FQD20N06TM,DISCRETE,2016/7/28,25000
CX47348713,11141,14813574,FH8065301487717SR1X6,CPU / MPU,2016/7/29,15
CX47346389,10326,3249505,"74HC4051D,653",LOGIC IC,2016/7/7,2500
,999999999,14844865,W9825G6KH-6,MEMORY_EMBEDED,,0
CX47347622,2343,144866,BQ24032ARHLR,LINEAR IC,2016/7/21,0
216062160,33431,3224355,NLASB3157MTR2G,DISCRETE,2016/6/8,0
5119,26459,9103588,TL331IDBVRE4,LINEAR IC,2016/7/31,0
5119,15468,137756,SN74HC132DR,LOGIC IC,2016/7/31,0
5119,57036,136298,SN74HC244NSR,LOGIC IC,2016/7/31,0
5119,57036,151048,ULN2004AN,LINEAR IC,2016/7/31,0
W016074577,2956236,4306587,MC33063AQDRQ1,LINEAR IC,2016/7/15,2500
216075302,2192,3217001,SI7121DN-T1-GE3,DISCRETE,2016/7/21,3000
216072531,2255,3332347,376S0865,DISCRETE,2016/7/12,9000
216071127,2717205,5560589,W25X40CLSNIGT,MEMORY_EMBEDED,2016/7/6,2500
215087765,2194,3207359,NCS2202SQ2T2G,LINEAR IC,2015/8/31,0
216067630,34458,15129006,LM3638A0RDYFDR-CF,LINEAR IC,2016/6/30,0
216066556,33431,3224355,NLASB3157MTR2G,DISCRETE,2016/6/27,0
216061448,27495,126591,MMBT3904WT1G,DISCRETE,2016/6/6,0
216066530,5485,15083898,NCP1247DD065R2G,LINEAR IC,2016/6/27,0
5119,3007239,14993864,SN74LVC1G3157DSFR,LOGIC IC,2016/7/31,0
216072948,2461,3564613,NTMFS4955NT1G,DISCRETE,2016/7/13,30000
216074560,1181198,3372437,DRV632PWR,LINEAR IC,2016/7/19,10000
216077952,24132,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/29,36000
216077837,27495,3224355,NLASB3157MTR2G,DISCRETE,2016/7/29,108000
216074056,2507,9337587,NTMFS4C10NT1G,DISCRETE,2016/7/18,70500
216078059,34458,3250538,TPS2553DRVR,LINEAR IC,2016/7/29,3000
216074444,2516,3183220,M74VHC1GT08DFT2G,LOGIC IC,2016/7/19,6000
216076041,33431,232213,ESD5Z5.0T1G,DISCRETE,2016/7/25,30000
216077837,27495,3384019,MAX803SQ463T1G,LINEAR IC,2016/7/29,102000
216076105,4728,88385,TS5A23157DGSR,LOGIC IC,2016/7/25,2500
A10123635,2508,142959,LM358DRG4,LINEAR IC,2016/7/15,0
216071733,24132,15234976,LM3539A1YFFR-CF,LINEAR IC,2016/7/7,15000
216076932,52735,14863076,LM3638A1YFDR-CF,LINEAR IC,2016/7/27,15000
216077922,98198,15085056,NCP81208MNTXG,LINEAR IC,2016/7/29,7500
216074411,11146,70068,LM393DR2G,LINEAR IC,2016/7/19,2500
CX47345334,3531,3205267,FDP150N10,DISCRETE,2016/7/1,800
CX47345746,10325,3323544,AT24C256C-SSHL-T,MEMORY_EMBEDED,2016/7/4,4000
CX47345628,38430,3224349,TPS54231DR,LINEAR IC,2016/7/1,25000
CX47347995,34593,14797056,293D474X9050A2TE3,PEMCO,2016/7/26,2000
5119,9567,2202806,TS3A5018DR,LOGIC IC,2016/7/31,0
CX47347365,9552,87947,"PMEG2010EA,115",DISCRETE,2016/7/19,12000
CX47348656,2506,12323587,NLSX5014MUTAG,LOGIC IC,2016/7/28,6000
CX47345791,9567,3297604,PCM1803ADBR,LINEAR IC,2016/7/4,8000
A10085279,38430,140736,SN74AHCT123ADR,LOGIC IC,2016/7/18,-5000
CX47345543,2282,88444,"BAT54A,215",DISCRETE,2016/7/1,9000
CX47348334,8431,3333283,AT24C64D-SSHM-T,MEMORY_EMBEDED,2016/7/26,4000
CF47346100,11141,3307913,"CG82NM10,SLGXX",CHIPSET / ASP,2016/5/6,0
BP47348810,16135,14762160,FH8065301615010SR1UT,CPU / MPU,2016/3/28,0
SJ48662310,6679,11225587,AW8063801117700SR10D,CPU / MPU,2015/11/12,0
CX47348035,2559,70979,TL3843P,LINEAR IC,2016/7/26,2000
5119,1429198,3424665,LMH6645MF/NOPB,LINEAR IC,2016/7/31,0
5119,3007239,3783242,LM4990MH/NOPB,LINEAR IC,2016/7/31,0
5119,999999999,3249802,TPS61500PWP,LINEAR IC,2016/7/31,0
SR160800076,26459,10526588,SALES-REBATE-TOSHIBA,OTHERS,2016/7/31,0
W016073778,19347,3154456,"BZT52H-C6V2,115",DISCRETE,2016/7/13,9000
216061224,11138,3344768,CC2540F256RHAR,LINEAR IC,2016/6/4,0
216071081,2717205,14728213,W25Q80DVSSIGT,MEMORY_EMBEDED,2016/7/6,2000
216074488,11146,3310482,SI2333CDS-T1-GE3,DISCRETE,2016/7/19,3000
216066393,33431,14799317,TPS61230DRCR,LINEAR IC,2016/6/27,0
Z051616811,52419,14863065,CSD68822F4-CF,LINEAR IC,2016/7/7,0
216056519,2461,15230153,FJ8066201931006SR2EW,CPU / MPU,2016/5/26,0
216063727,2194,7264590,NCP380HSN05AAT1G,LINEAR IC,2016/6/16,0
215057007,6259,131266,MC74VHC1G14DTT1G,LOGIC IC,2015/5/28,0
5119,1429198,3423420,LM8272MM/NOPB,LINEAR IC,2016/7/31,0
5119,3007239,3177209,SN74LVC1G98DRLR,LOGIC IC,2016/7/31,0
5119,3046313,15296061,DRV8701ERGER,LOGIC IC,2016/7/31,0
W016071148,25930,70128,"BAV99W,115",DISCRETE,2016/7/5,9000
216075298,2192,4968587,TPS53317RGBR,LINEAR IC,2016/7/21,3000
216077947,11146,14765972,TCA9545APWR,LINEAR IC,2016/7/29,2000
216076105,4728,88274,SN74LVC2G08DCUR,LOGIC IC,2016/7/25,3000
216076422,52419,3325320,TPS2557DRBR,LINEAR IC,2016/7/26,6000
A10124417,2507,3424800,NCP5230MNTWG,LINEAR IC,2016/7/29,0
216076014,11148,70068,LM393DR2G,LINEAR IC,2016/7/25,12500
216072164,2328,3830592,SN1111015PWPR,LINEAR IC,2016/7/11,2000
216077951,11146,14672954,TPS53513RVER,LINEAR IC,2016/7/29,9000
216074484,11146,137457,SN74AVC1T45DCKR,LOGIC IC,2016/7/19,3000
216070714,2472,3415354,TPS73130DBVR,LINEAR IC,2016/7/5,15000
216077939,43844,135395,"BYW29E-200,127",DISCRETE,2016/7/29,8144
216070474,20157,1744,"BC846,215",DISCRETE,2016/7/2,3000
216074110,2793,8620598,"TEA1716T/2,518",LINEAR IC,2016/7/18,2000
216074484,11146,143187,PCA9306DCTR,LOGIC IC,2016/7/19,3000
216073461,52419,14863040,LP5907UVX1.825-S-CF,LINEAR IC,2016/7/14,9000
CX47348700,2524,3190757,"BT137S-600E,118",DISCRETE,2016/7/29,2500
CX47348739,2526,3336855,SI2325DS-T1-GE3,DISCRETE,2016/7/29,3000
5119,2178,88224,SN74LVC14APWR,LOGIC IC,2016/7/31,0
CX47348493,16135,128860,MMBZ15VDLT1G,DISCRETE,2016/7/27,3000
CX47345791,9567,3297604,PCM1803ADBR,LINEAR IC,2016/7/4,8000
CX47347899,10228,3338956,TMP302BDRLR,LINEAR IC,2016/7/25,20000
CX47348622,9554,14813927,TH58NVG3S0HTAI0B4H,MEMORY_SYSTEM,2016/7/28,480
CX47345543,2282,70449,"PMBT3904,215",DISCRETE,2016/7/1,30000
BP47352101,43558,14688795,FH8065501516702SR1CW,CPU / MPU,2016/4/8,0
CX47346704,53917,3249325,"WG82583V,SLGVD",CHIPSET / ASP,2016/7/12,2000
CX47347500,52792,15006312,CP41A-AHS-CM0P0354,OPTICAL AND SENSOR,2016/7/20,9000
CX47347668,2405,15203070,CL8066201939103SR2DT,CPU / MPU,2016/7/21,25
A20160700072,999999999,1946792,AD5280BRUZ20,LINEAR IC,2016/7/29,0
CX47345337,9924,132267,"P83C754EBDR/CV8734,5",CPU / MPU,2016/7/1,40000
CX47346017,2305,4709647,NUP4114UCW1T2G,DISCRETE,2016/7/5,9000
W016076304,2956236,3305162,ULQ2003AQDRQ1,LINEAR IC,2016/7/21,7500
W016072272,3397250,148965,SN74LS244DWR,LOGIC IC,2016/7/8,4000
W016070510,19563,9084598,TSOP32238SJ1,DISCRETE,2016/7/1,6480
216073464,34458,14281745,376S1193,DISCRETE,2016/7/14,6000
216077859,57578,14861978,W25Q64FWSSIQT,MEMORY_EMBEDED,2016/7/29,2000
306072066,11978,15242130,XPGBWT-L1-1C0-S4-F-06,OPTICAL AND SENSOR,2016/7/30,2000
316074550,4822,12486587,AT91SAM9263B-CU-100,CPU / MPU,2016/7/13,252
306071612,37212,215576,AD8362ARUZ,LINEAR IC,2016/7/29,96
5119,999999999,3416705,LM2575T-5.0/NOPB,LINEAR IC,2016/7/31,0
W016077238,9212,135499,"PDZ27B,115",DISCRETE,2016/7/25,15000
W016070394,19517,70509,"BAV99,215",DISCRETE,2016/7/1,30000
W016075708,25930,88411,"BAS316,115",DISCRETE,2016/7/20,42000
W016073100,3770250,140231,SN74AHCT541DWR,LOGIC IC,2016/7/12,2000
216073464,34458,14281745,376S1193,DISCRETE,2016/7/14,30000
216076061,6259,4283594,W25X20CLSNIGT,MEMORY_EMBEDED,2016/7/25,2500
216070474,20157,88477,"BC847C,215",DISCRETE,2016/7/2,6000
216076057,2717205,148486,SN74LV164APWR,LOGIC IC,2016/7/25,2000
216076934,52735,14738951,LP5907UVX2.925-S,LINEAR IC,2016/7/27,9000
216076939,52735,14863076,LM3638A1YFDR-CF,LINEAR IC,2016/7/27,21000
216077919,4728,14993047,PMN42XPEAX,DISCRETE,2016/7/29,3000
216077826,27837,88008,GD75232DBR,LINEAR IC,2016/7/29,6000
SR160700173,56711,3313881,TRSF3232EIPWR,LINEAR IC,2016/7/28,0
216073461,52419,14863040,LP5907UVX1.825-S-CF,LINEAR IC,2016/7/14,15000
216076930,52735,14863065,CSD68822F4-CF,LINEAR IC,2016/7/27,15000
216076057,2717205,149098,SN74LV07APWR,LOGIC IC,2016/7/25,2000
216076939,52735,14863040,LP5907UVX1.825-S-CF,LINEAR IC,2016/7/27,15000
216076428,52419,14671926,INA216A2YFFR,LINEAR IC,2016/7/26,9000
216076930,52735,15005912,LM3539A0YFFR-CF,LINEAR IC,2016/7/27,27000
216077826,27837,88008,GD75232DBR,LINEAR IC,2016/7/29,6000
CX47346956,16686,10756587,QCA8334-AL3C,CHIPSET / ASP,2016/7/13,149
CX47346518,57757,15624986,XPGBWT-01-CLGT-AFHE7KE60,OPTICAL AND SENSOR,2016/7/11,30000
CX47346543,10151,233289,MBRD660CTRLG,DISCRETE,2016/7/11,1800
CX47348162,2499,15102260,LMR14050SDDAR,LINEAR IC,2016/7/26,2500
SR160700025,2506,3384145,TPS53314RGFR,LINEAR IC,2016/7/31,0
5119,999999999,15313282,TC58TFG7DDLTA0DBDK,MEMORY_SYSTEM,2016/7/31,0
CX47347500,52792,15615012,XHBAWT-0-2B0-J30-0L-0005,OPTICAL AND SENSOR,2016/7/20,1000
A20160700040,999999999,2730039,AD8607ARZ-REEL7,LINEAR IC,2016/7/29,0
CX47347783,20798,70511,"BC807-25,215",DISCRETE,2016/7/22,3000
CX47347959,28479,15088053,"SSDSC2BB080G601,941809",MEMORY_SYSTEM,2016/7/26,10
CX47346560,16686,10756588,QCA8337N-AL3C,CHIPSET / ASP,2016/7/11,1875
CX47345992,330198,15367960,"SSDSC2KW240H6X1,948571",MEMORY_SYSTEM,2016/7/5,2
CX47346344,3447,1756,"PMBT4403,215",DISCRETE,2016/7/7,12000
CX47345591,56711,3206447,CRCW080510K0FKEA,PEMCO,2016/7/1,10000
CX47347352,9540,15002521,"TPCP8J01(T5LSONY,F",DISCRETE,2016/7/18,3000
306072066,11978,14983914,XPGBWT-B1-1A0-S2-0-01,OPTICAL AND SENSOR,2016/7/30,9000
316071323,2719204,14698916,ADL5545ARKZ-R7,LINEAR IC,2016/7/5,1000
306071546,34792,3323544,AT24C256C-SSHL-T,MEMORY_EMBEDED,2016/7/29,40000
216077922,98198,14564167,W25Q64FVSSIQT,MEMORY_EMBEDED,2016/7/29,10000
216078115,57578,14728213,W25Q80DVSSIGT,MEMORY_EMBEDED,2016/7/29,2000
216077950,11146,14564220,W25Q128FVFIQT,MEMORY_EMBEDED,2016/7/29,1000
216067679,11146,133405,"74LVC1G125GW,125",LOGIC IC,2016/6/30,0
,38812,3843316,LMV331M5X/NOPB,LINEAR IC,,0
215113879,2507,9684587,NTMFS4C05NT1G,DISCRETE,2015/11/15,0
,8321,3806700,LM5575MHX/NOPB,LINEAR IC,,0
316074215,54131,3389652,ATMEGA169PV-8AUR,CPU / MPU,2016/7/13,3000
316079170,2636205,3340067,AD8314ACPZ-RL7,LINEAR IC,2016/7/25,18000
316077953,3166249,2074853,AD8314ARMZ-REEL7,LINEAR IC,2016/7/21,10000
216077922,98198,14564167,W25Q64FVSSIQT,MEMORY_EMBEDED,2016/7/29,2000
216074488,11146,14564220,W25Q128FVFIQT,MEMORY_EMBEDED,2016/7/19,2000
216078052,34458,3071101,TPS3808G33DBVR,LINEAR IC,2016/7/29,3000
216076932,52735,14863076,LM3638A1YFDR-CF,LINEAR IC,2016/7/27,9000
216078156,2197,705446,TPS40190DRCR,LINEAR IC,2016/7/30,3000
216071253,34458,14863059,TPS51980RTVR-CF,LINEAR IC,2016/7/6,3000
216077424,3447,150342,TPS2829DBVR,LINEAR IC,2016/7/28,12000
216073360,27495,131392,NL17SZ14DFT2G,LOGIC IC,2016/7/14,27000
216076930,52735,14863065,CSD68822F4-CF,LINEAR IC,2016/7/27,12000
SR160700172,56711,2642021,UCC27424DR,LINEAR IC,2016/7/28,0
216077492,4094,15002748,"TK22G60V,RVQ(S",DISCRETE,2016/7/28,5060
216073461,52419,14863065,CSD68822F4-CF,LINEAR IC,2016/7/14,6000
216076437,34458,14863064,CSD68815W15-CF,LINEAR IC,2016/7/26,3000
216072994,11138,14691089,NCP700BSN25T1G,LINEAR IC,2016/7/13,9000
216076949,24132,14863071,LM3534TMX-A1/NOPB-CF,LINEAR IC,2016/7/27,18000
216077887,13044,14738951,LP5907UVX2.925-S,LINEAR IC,2016/7/29,1032000
CX47345951,27495,14665754,PUSB3F96X,DISCRETE,2016/7/5,5000
CF47345720,2256,10939620,"WGI217V,SLJWH",CHIPSET / ASP,2016/5/4,0
CX47345797,2405,14752325,FH8065301730502SR1W5,CPU / MPU,2016/7/4,75
CX47347739,8808,87234,M29W160EB70N6E,MEMORY_EMBEDED,2016/7/22,5760
CX47347372,2470,3296784,"WG82567V,SLAW7",CHIPSET / ASP,2016/7/19,360
CX47345273,9493,2248991,TS3USB221RSER,LOGIC IC,2016/7/1,3000
CX47347367,2470,70975,LM393ADR,LINEAR IC,2016/7/19,2500
CX47346552,11457,3336969,"PCF2123U/12HA/1,00",LINEAR IC,2016/7/11,197909
CF47347318,9425,3459604,"BD82HM76,SLJ8E",CHIPSET / ASP,2016/5/18,0
CX47346088,8790,1698,"BAV70,215",DISCRETE,2016/7/5,3000
CX47347008,16686,3197405,M29W128GH70N6E,MEMORY_EMBEDED,2016/7/14,2880
CX47345563,2293,14813491,FH8065301542215SR1X8,CPU / MPU,2016/7/1,5
CX47346658,2885210,3241203,XREWHT-L1-WD-R2-0-04,OPTICAL AND SENSOR,2016/7/12,1000
CX47348285,2256,14380723,"DH82C226,SR179",CHIPSET / ASP,2016/7/26,100
CX47346116,2497,70334,LM358DR,LINEAR IC,2016/7/6,2500
216066437,12057,3328985,CAT32TDI-GT3,MEMORY_EMBEDED,2016/6/27,0
216051731,2508,14992985,PTN3356BS/F1MP,LINEAR IC,2016/5/9,0
A10116687,11978,8709592,XPEWHT-L1-WB0-Q5-0-05,OPTICAL AND SENSOR,2016/7/7,0
A10116688,3403286,14889927,XMLBWT-0-1A0-U30-F0-0001,OPTICAL AND SENSOR,2016/7/7,0
316073236,3429251,15529992,MLBAWT-H1-3C0-J3-0-00009,OPTICAL AND SENSOR,2016/7/10,4200
306071546,34792,3395365,AT24C512C-SSHM-T,MEMORY_EMBEDED,2016/7/29,8000
