INVOICE_NO,CUST_ID,ITEM_ID,ITEM_NO,PRODUCT_TYPE,TRX_DATE,QUANTITY
216076061,6259,14564158,W25Q16DVSSIQT,MEMORY_EMBEDED,2016/7/25,2000
216077332,323200,133512,"74LVC1GU04GW,125",LOGIC IC,2016/7/28,3000
316078126,22173,14731058,WD20PURX,OTHERS,2016/7/21,60
306070236,4816,88870,LL4148-GS08,DISCRETE,2016/7/27,200000
316074751,4637,3316181,"BTA412Y-800B,127",DISCRETE,2016/7/13,5000
316078191,4384,3382360,MT29F1G08ABADAWP-IT:D,MEMORY_EMBEDED,2016/7/21,1000
316078178,3148259,14665748,NT5CB128M16FP-DIA,MEMORY_SYSTEM,2016/7/21,1000
316076780,14867,134579,74HC4051DT,LOGIC IC,2016/7/19,25000
316077627,6272,134573,"74HC164PW,118",LOGIC IC,2016/7/20,2500
316070570,2940244,3413473,875685093,PEMCO,2016/7/4,2100
306071594,6293,15201975,TMP89FM42UG(ZHZ),CPU / MPU,2016/7/29,3200
306070691,3364260,3178227,SFH6186-5T,OPTICAL AND SENSOR,2016/7/27,4000
316073662,5689,1862786,WSL2512R2000FEA,PEMCO,2016/7/11,4000
316078584,1760198,14500745,334810301,PEMCO,2016/7/22,1600
316072774,44574,15276177,PC33H07-BEW40A,OPTICAL AND SENSOR,2016/7/8,12000
306070214,17418,134573,"74HC164PW,118",LOGIC IC,2016/7/26,5000
CX48010487,28582,2205672,561349000,PEMCO,2016/7/13,9000
CX48010541,2282,14873869,LP-ISML400,PEMCO,2016/7/15,4000
CX48010447,2929212,642,0325015.MXP,PEMCO,2016/7/11,1000
CX48010201,16135,88870,LL4148-GS08,DISCRETE,2016/7/1,17500
5119,999999999,15423085,JMK107BJ225KA-T,PEMCO,2016/7/31,0
CX48010216,16135,3344032,7A24000027,PEMCO,2016/7/1,1000
CX48010232,2506,68044,0452003.MRL,PEMCO,2016/7/1,8000
CX48010201,16135,3383999,SI3459BDV-T1-GE3,DISCRETE,2016/7/1,100
CX48010662,16135,195114,SS34-E3-57T,DISCRETE,2016/7/26,850
CX48010448,16135,3305432,DG403DY-T1-E3,LINEAR IC,2016/7/11,2500
CX48010237,16135,14960975,9B07300074,PEMCO,2016/7/1,1000
CX48010328,3403255,14810900,9B14300593,PEMCO,2016/7/4,1000
CX48010379,16135,3216651,SI2301CDS-T1-GE3,DISCRETE,2016/7/6,3000
CX48010292,9552,15464972,4210813,DISCRETE,2016/7/4,3000
216077961,52735,14863073,LM3564A1TMX/NOPB-CF,LINEAR IC,2016/7/29,45000
216074919,2192,126282,MMSD4148T1G,DISCRETE,2016/7/20,33000
216075856,2555,70128,"BAV99W,115",DISCRETE,2016/7/22,3000
216077984,2192,14565177,ISL6208CRZ-T,LINEAR IC,2016/7/29,18000
216076354,3183262,141428,TPS60110PWPR,LINEAR IC,2016/7/26,20000
216076422,52419,14863053,TAIC3027A0YFFR-CF,LINEAR IC,2016/7/26,15000
216070453,34458,15062956,HD3SS460RHRR,LINEAR IC,2016/7/2,21000
216076739,2717205,5851590,NCP81161MNTBG,LINEAR IC,2016/7/26,9000
216076422,52419,14766861,HD3SS0001RLLR,LINEAR IC,2016/7/26,6000
216076930,52735,14863065,CSD68822F4-CF,LINEAR IC,2016/7/27,36000
216077151,2194,2124820,SN74LVC244AZQNR,LOGIC IC,2016/7/27,7000
216042651,56711,135553,"PMEG4010BEA,115",DISCRETE,2016/4/13,0
216073690,2508,3188673,M45PE20-VMN6TP,MEMORY_EMBEDED,2016/7/15,2500
216072964,2377,14703748,FQU11P06TU,DISCRETE,2016/7/13,910
316070005,4849,15330970,"TLP701F(ABB-TP,F)",OPTICAL AND SENSOR,2016/7/1,3000
316079693,2217198,88870,LL4148-GS08,DISCRETE,2016/7/26,35000
316079629,4855,14325739,1N4148W-E3-08,DISCRETE,2016/7/26,15000
316079993,2217198,88870,LL4148-GS08,DISCRETE,2016/7/26,20000
316073874,41550,13217588,WD5000LUCT,OTHERS,2016/7/12,5000
316073949,5816,1718,74HC138DT,LOGIC IC,2016/7/12,200000
316077673,6272,134615,"74HC165PW,118",LOGIC IC,2016/7/20,2500
316075562,4384,5444589,MT48LC16M16A2P-6A:G,MEMORY_EMBEDED,2016/7/15,18000
316075121,2217198,14989195,"TLP785(D4GR-T6,F(C",OTHERS,2016/7/14,16000
306071622,25216,15016891,THGBMFG6C1LBAIL,MEMORY_EMBEDED,2016/7/29,1520
316079844,33463,14481765,532900480,PEMCO,2016/7/26,21000
316079723,2217198,14761902,"TLP2361(TPL,E(T",OPTICAL AND SENSOR,2016/7/26,6000
306071981,29908,14990878,THGBMFG7C1LBAIL,MEMORY_EMBEDED,2016/7/29,6080
316078088,3161251,3770638,LM2665M6X/NOPB,LINEAR IC,2016/7/21,6000
CX48010553,23686,3297111,0466005.NRHF,PEMCO,2016/7/18,5000
CX48010648,2506,3253308,1206L150THWR,PEMCO,2016/7/22,12000
CX48010749,16135,14995864,8D.04840.A37,DISCRETE,2016/7/27,2500
CX48010452,2504,747,0215002.MXEP,PEMCO,2016/7/11,2000
CX48010362,2305,14500733,0450011MR-3.15SN,PEMCO,2016/7/6,3000
CX48010232,2506,3245282,0469006.WR,PEMCO,2016/7/1,6000
A20160700027,999999999,3224290,SMBJ16A-LF,PEMCO,2016/7/31,0
CX48010300,2545,1237,0451010.MRL,PEMCO,2016/7/4,1000
CX48010233,2506,3374580,PGB1010603NR,PEMCO,2016/7/1,10000
CX48010497,16135,1236,0451012.MRL,PEMCO,2016/7/13,2000
CX48010562,2262,3322859,734151069,PEMCO,2016/7/18,14000
CX48010216,16135,3333258,7A25000012,PEMCO,2016/7/1,12000
CX48010305,9552,933638,IHLP2525CZER6R8M01,PEMCO,2016/7/4,2000
216074406,11146,133352,"74LVC1G02GW,125",LOGIC IC,2016/7/19,6000
216072707,2192,3207586,M25P05-AVMN6TP,MEMORY_EMBEDED,2016/7/13,2500
216073710,6247,3201502,TPS51200DRCR,LINEAR IC,2016/7/15,9000
216074376,2377,3387906,NCP4303ADR2G,LINEAR IC,2016/7/19,2500
216072539,34458,15238006,TUSB211RWBR,LOGIC IC,2016/7/12,3000
216076949,24132,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/27,39000
216072224,26193,14930230,ESD6100,DISCRETE,2016/7/11,14000
216071738,52735,15129006,LM3638A0RDYFDR-CF,LINEAR IC,2016/7/7,21000
216075906,2507,3369266,NCP3170ADR2G,LINEAR IC,2016/7/23,2500
216077939,43844,14742996,DAP019ET/1J,LINEAR IC,2016/7/29,17224
216070681,50125,3250360,"PTVS5V0S1UR,115",DISCRETE,2016/7/4,3000
216077923,20157,1537795,"PESD15VL1BA,115",DISCRETE,2016/7/29,3000
216071560,11148,70072,MMBT3906LT1G,DISCRETE,2016/7/7,3000
5119,46273,149906,SN74LVC2G06DCKR,LOGIC IC,2016/7/31,0
216074165,2793,135250,"BYC5-600,127",DISCRETE,2016/7/18,1350
316079162,1145199,3760588,LM2940SX-5.0/NOPB,LINEAR IC,2016/7/25,5000
306070961,42283,146667,OPA2354AIDGKR,LINEAR IC,2016/7/28,2500
316072202,1900198,15430982,"SSDSCKKW120H6X1,948804",MEMORY_SYSTEM,2016/7/7,40
316077636,22131,14565090,ISL6545IBZ-T,LINEAR IC,2016/7/20,2500
316072767,3148259,14803900,AV62400002,PEMCO,2016/7/8,12000
316079624,13714,4265702,7M27100009,PEMCO,2016/7/26,3000
316075497,3148259,14792010,AV13500001,PEMCO,2016/7/15,3000
306071217,19124,1249,0452005.MRL,PEMCO,2016/7/28,1000
316078509,6293,15202016,"TB6674PG(Z,8)",LINEAR IC,2016/7/22,8000
316070005,4849,15330970,"TLP701F(ABB-TP,F)",OPTICAL AND SENSOR,2016/7/1,1000
316072598,2520203,14639733,"TLP700(TP,F)",DISCRETE,2016/7/7,4500
316079886,1050199,14445738,LP5907MFX-3.3/NOPB,LINEAR IC,2016/7/26,3000
316071537,45014,146701,OPA2604AU/2K5,LINEAR IC,2016/7/6,2500
316073013,2601210,15058917,"SSDSC2BB480G601,941815",MEMORY_SYSTEM,2016/7/8,20
CX48010568,2506,68044,0452003.MRL,PEMCO,2016/7/18,3000
CX48010430,43558,3216651,SI2301CDS-T1-GE3,DISCRETE,2016/7/11,3000
CX48010201,16135,3222259,SIR466DP-T1-GE3,DISCRETE,2016/7/1,3000
CX48010228,2545,3176404,152S0511,PEMCO,2016/7/1,2000
CX48010530,16135,15623059,P0220SBLRP,PEMCO,2016/7/14,400
CX48010350,2517,3182648,IHLM2525CZER2R2M01,PEMCO,2016/7/5,60
CX48010245,2557,2150,C2012C-1R0J,PEMCO,2016/7/1,2000
CX48010759,3330253,2886076,0297005.WXNV,PEMCO,2016/7/28,3000
CX48010508,2506,3374580,PGB1010603NR,PEMCO,2016/7/13,5000
CX48010489,16135,3374580,PGB1010603NR,PEMCO,2016/7/13,10000
CX48010498,16135,3216651,SI2301CDS-T1-GE3,DISCRETE,2016/7/13,3000
CX48010747,16135,14576727,5.0SMDJ30CA-LF,PEMCO,2016/7/27,3000
CX48010451,2517,3311683,B340A-E3/61T,DISCRETE,2016/7/11,1800
5119,2516,3423509,LMV431AIMFX/NOPB,LINEAR IC,2016/7/31,0
216077940,4094,15024925,"TLP291(V4GLTR,SE(O",OPTICAL AND SENSOR,2016/7/29,525365
216078037,2192,14822040,LM4040DIM3-8.2/NOPB,LINEAR IC,2016/7/29,5000
216077438,3564,70057,MMBT2222ALT1G,DISCRETE,2016/7/28,3000
216075354,21456,127055,MBR130T1G,DISCRETE,2016/7/21,3000
216077866,57578,3186201,"BZT52H-C4V7,115",DISCRETE,2016/7/29,3000
216072338,10932,14787878,OV2680-H47A,OPTICAL AND SENSOR,2016/7/11,95560
216077332,323200,3339446,MURF1620CTG,DISCRETE,2016/7/28,750
216071305,34458,4642595,"CRS08(T5L,APPLE,XM",DISCRETE,2016/7/6,21000
216075805,47302,14924023,"TC7WZ125FU(T2L,JF)",LOGIC IC,2016/7/22,18000
216077080,554198,88563,"BYV29X-600,127",DISCRETE,2016/7/27,5000
216072007,20157,5239587,SZBZX84C5V1LT1G,DISCRETE,2016/7/8,9000
216076930,52735,14863065,CSD68822F4-CF,LINEAR IC,2016/7/27,6000
216066439,33431,10801587,DRV2605YZFR,LINEAR IC,2016/6/27,0
306070580,22131,14565080,ISL6545CBZ-T,LINEAR IC,2016/7/27,5000
316073965,23225,3397781,"BZT52H-B3V6,115",DISCRETE,2016/7/12,60000
316076587,30076,70099,74HC164DT,LOGIC IC,2016/7/18,200000
316077288,6228,26001,"2N7002,215",DISCRETE,2016/7/20,51000
306071010,45275,2129804,MURA110T3G,DISCRETE,2016/7/28,10000
316072422,4384,3344569,NSR0620P2T5G,DISCRETE,2016/7/7,18400
316073403,54474,219745,MMBFJ177LT1G,DISCRETE,2016/7/11,93000
306070523,54474,126544,MMBT2907AWT1G,DISCRETE,2016/7/27,12000
316078980,2769333,14050590,FCH041N60F,DISCRETE,2016/7/23,450
306070989,52497,3318080,FQA38N30,DISCRETE,2016/7/28,1350
316072202,1900198,15405990,"SSDSC2KW480H6X1,948573",MEMORY_SYSTEM,2016/7/7,20
316070273,12254,4269610,AA24500004,PEMCO,2016/7/1,2000
316072767,3148259,14792011,AA16000010,PEMCO,2016/7/8,2000
316078061,30076,1718,74HC138DT,LOGIC IC,2016/7/21,100000
CX48010351,49644,3253308,1206L150THWR,PEMCO,2016/7/6,6000
CX48010317,2494,1733788,1812L150ZR,PEMCO,2016/7/4,4000
CX48010311,2494,14593727,39303057,PEMCO,2016/7/4,1600
A10002155,2305,1372777,SMBJ13A,PEMCO,2016/7/29,0
CX48010515,16135,2927074,V82ZA4P,PEMCO,2016/7/14,100
CX48010464,2506,3323794,0469004.WR,PEMCO,2016/7/12,9000
CX48010409,2506,668,0215012.MXEP,PEMCO,2016/7/7,1000
CX48010573,2517,1239,0451008.MRL,PEMCO,2016/7/18,1000
CX48010344,10521,1225,0451003.MRL,PEMCO,2016/7/5,5000
CX48010248,3592,3374580,PGB1010603NR,PEMCO,2016/7/1,5000
CX48010608,16135,3374580,PGB1010603NR,PEMCO,2016/7/20,10000
CX48010589,35119,2208033,39000079,PEMCO,2016/7/19,8000
CX48010562,2262,3322859,734151069,PEMCO,2016/7/18,6000
CX48010671,2262,3322859,734151069,PEMCO,2016/7/26,25000
216072288,2579,14827599,"SSM3K7002BFU,LF(T",DISCRETE,2016/7/11,60804
216078141,2197,14691262,FH8065501516761SR1S8,CPU / MPU,2016/7/29,7
216076120,5365,50,MMBT3906,DISCRETE,2016/7/25,634
216074106,2793,3396557,"BZT52H-B20,115",DISCRETE,2016/7/18,6000
216075998,47302,3366344,N25Q032A13ESE40F,MEMORY_EMBEDED,2016/7/25,4500
216071817,43262,14932035,NT5CC256M16DP-DI,MEMORY_EMBEDED,2016/7/7,4000
216073955,43844,15235998,XPLAWT-0-5C1-V50-FL-0001,OPTICAL AND SENSOR,2016/7/15,500
216075638,11148,15151222,5019400507,PEMCO,2016/7/22,46200
216076528,2793,123159,TLZ18B-GS08,DISCRETE,2016/7/26,5000
216073992,9726,14565272,ISL62392HRTZ-T,LINEAR IC,2016/7/16,6000
216070758,8027,3243723,FGL60N100BNTDTU,DISCRETE,2016/7/5,375
A10124133,2065,87945,"PMBS3904,215",DISCRETE,2016/7/25,-66000
216075312,2197,1778792,AD5252BRUZ10-RL7,LINEAR IC,2016/7/21,886
216076026,2579,88676,"PDZ12B,115",DISCRETE,2016/7/25,93404
216076636,5404,15118973,TEA1792ATS/1H,LINEAR IC,2016/7/26,6000
316076058,30076,134358,74HC123DT,LOGIC IC,2016/7/16,50000
316072191,41189,88568,HEF4013BTR,LOGIC IC,2016/7/7,7500
306071475,24469,4709595,"NX7002AK,215",DISCRETE,2016/7/29,3000
5151,999999999,2493019,BC847BWT1G,DISCRETE,2016/7/31,-2860
316078658,28830,15088069,NSM80101MT1G,DISCRETE,2016/7/22,30000
316073403,54474,219745,MMBFJ177LT1G,DISCRETE,2016/7/11,90000
316076785,49807,3322357,ESD9C3.3ST5G,DISCRETE,2016/7/19,600000
316078096,2859214,14823460,VC5318,CHIPSET / ASP,2016/7/21,3000
316071118,22566,1312779,ES1D-E3/61T,DISCRETE,2016/7/5,7200
316070285,53663,150207,TL431AIDBZR,LINEAR IC,2016/7/1,30000
316073997,41678,143637,LM293DR,LINEAR IC,2016/7/12,2500
316072051,45640,2664022,SN74HC595PWR,LOGIC IC,2016/7/7,30000
5119,31333,148563,SN74LV4066ADR,LOGIC IC,2016/7/31,0
306070841,50262,3204507,RHRP1560,DISCRETE,2016/7/27,8000
316075702,9776,15220036,CM8066201920506SR2L7,CPU / MPU,2016/7/15,945
CX48010542,16135,15142214,7W33300034,PEMCO,2016/7/15,1000
CX48010312,15515,3374580,PGB1010603NR,PEMCO,2016/7/4,20000
CX48010507,2305,15543963,SMAJ400CA-LF,PEMCO,2016/7/13,5000
CX48010285,9552,3246369,SI4435DDY-T1-GE3,DISCRETE,2016/7/4,2500
CX48010285,9552,3246369,SI4435DDY-T1-GE3,DISCRETE,2016/7/4,5000
CX48010612,16135,3182601,SUM110P04-05-E3,DISCRETE,2016/7/20,800
CX48010349,44013,3374514,SMBJ200CA,PEMCO,2016/7/5,3000
CX48010630,16135,3311683,B340A-E3/61T,DISCRETE,2016/7/21,1800
CX48010725,2496,41002,0451001.MRL,PEMCO,2016/7/26,10000
CX48010558,2506,3253308,1206L150THWR,PEMCO,2016/7/18,15000
CX48010229,2494,3246369,SI4435DDY-T1-GE3,DISCRETE,2016/7/1,7500
CX48010219,16135,3312348,T520D227M010AT E025,PEMCO,2016/7/1,2500
CX48010753,2305,1372777,SMBJ13A,PEMCO,2016/7/27,6000
216071840,9573,133353,"74LVC1G04GV,125",LOGIC IC,2016/7/8,54000
W016072385,7528,15339960,MT47H64M8SH-25E:H,MEMORY_EMBEDED,2016/7/8,4000
W016073402,7592,14771957,MT47H64M16NF-25E IT:M,MEMORY_EMBEDED,2016/7/12,2000
3416070011,3139244,14846430,BX80646I34160SR1PK,CPU / MPU,2016/7/1,500
W016075675,30460,87947,"PMEG2010EA,115",DISCRETE,2016/7/19,9000
W016076822,5113,3221923,"PMEG3005EB,115",DISCRETE,2016/7/22,15000
W016070234,19320,70415,MMBT3904LT1G,DISCRETE,2016/7/1,30000
W016074440,3872257,15077936,CXA3070-35F-AD-N0H-000A2,OPTICAL AND SENSOR,2016/7/14,700
3416070421,33189,14782210,BX80646I54460SR1QK,CPU / MPU,2016/7/26,1
W016077110,7528,15339960,MT47H64M8SH-25E:H,MEMORY_EMBEDED,2016/7/25,8000
W016075632,7592,14771957,MT47H64M16NF-25E IT:M,MEMORY_EMBEDED,2016/7/19,2000
W016072414,5113,3221923,"PMEG3005EB,115",DISCRETE,2016/7/8,15000
W016077094,19279,134744,"BCV47,215",DISCRETE,2016/7/25,6000
3416070225,3139244,15220033,CM8066201920404SR2L6,CPU / MPU,2016/7/14,105
3416070397,33102,15288972,BX80662I56600KSR2L4,CPU / MPU,2016/7/25,10
316070524,3454245,15122965,VC7592-11,CHIPSET / ASP,2016/7/4,210000
316078071,49807,2663032,ESD9B5.0ST5G,DISCRETE,2016/7/21,200000
306070964,22041,2578015,TFDU4101-TR3,OPTICAL AND SENSOR,2016/7/28,3000
316071216,45038,14715091,ES1DHE3_A/H,DISCRETE,2016/7/5,18000
306070894,53119,150222,TLV431AIDBVR,LINEAR IC,2016/7/28,3000
316074641,4795,3250316,WSL2010R0100FEA18,PEMCO,2016/7/13,4000
316079688,22041,6851595,SIRA14DP-T1-GE3,DISCRETE,2016/7/26,12000
316078791,6228,15400183,SN27546YPHR-A2-CF,LINEAR IC,2016/7/22,768000
306070683,46166,3197209,LM293ADR,LINEAR IC,2016/7/27,50000
316072129,54681,3415270,"TC75W51FU(TE12L,F)",DISCRETE,2016/7/7,6000
316077154,1235201,15120028,B39182B8680P810,PEMCO,2016/7/19,5000
316078147,3017245,15221037,CM8066201919901SR2L0,CPU / MPU,2016/7/21,105
306072078,4140,70449,"PMBT3904,215",DISCRETE,2016/7/30,1002000
316074006,58069,4231589,MT41K128M16JT-125:K,MEMORY_EMBEDED,2016/7/12,10000
CX48010730,35284,15278988,LSP05HST277PX3395,PEMCO,2016/7/26,480
CX48010605,2305,1372777,SMBJ13A,PEMCO,2016/7/20,3000
CX48010663,16135,3344032,7A24000027,PEMCO,2016/7/26,2000
CX48010293,2517,105126,293D475X9016A2TE3,PEMCO,2016/7/4,1000
CX48010216,16135,3333258,7A25000012,PEMCO,2016/7/1,1000
CX48010555,2517,14802920,DG2750DN-T1-E4,DISCRETE,2016/7/18,500
CX48010474,2262,3374543,SMCJ15A-LF,PEMCO,2016/7/12,3000
CX48010219,16135,3333258,7A25000012,PEMCO,2016/7/1,2000
CX48010432,2282,3374531,SMCJ36CA,PEMCO,2016/7/11,200
CX48010699,20416,3296424,T520V337M006ATE025,PEMCO,2016/7/26,18000
CX48010246,20416,3224832,046802.5NRHF,PEMCO,2016/7/1,5000
CX48010754,2262,15311991,XGD10402KR,PEMCO,2016/7/27,10000
CX48010491,16135,3223014,2N7002K-T1-GE3,DISCRETE,2016/7/13,27000
CX48010314,43558,14512210,757830348,PEMCO,2016/7/4,600
W016070425,19490,5499588,"BD82C216,SLJ8H",CHIPSET / ASP,2016/7/1,900
W016073748,25930,1299765,1N5352BRLG,DISCRETE,2016/7/13,12000
W016074130,19346,3086090,SD12T1G,DISCRETE,2016/7/14,3000
W016071940,19320,3343443,NTD3055L104-1G,DISCRETE,2016/7/7,525
216071998,2507,132983,NTR4101PT1G,DISCRETE,2016/7/8,3000
216076354,3183262,76021,MAX3221CPWR,LINEAR IC,2016/7/26,2000
216077512,2687215,15005909,LP8559A3YFQR-CF,LINEAR IC,2016/7/28,48000
216076540,52419,14863076,LM3638A1YFDR-CF,LINEAR IC,2016/7/26,9000
216077952,24132,13988591,LP5907UVX19/NOPB,LINEAR IC,2016/7/29,6000
216076938,52735,14863065,CSD68822F4-CF,LINEAR IC,2016/7/27,45000
216075355,11148,70072,MMBT3906LT1G,DISCRETE,2016/7/21,3000
W016071932,25930,1299765,1N5352BRLG,DISCRETE,2016/7/7,4000
W016075374,19309,131624,MC74LCX244DWR2G,LOGIC IC,2016/7/19,3000
216074639,2687215,15005909,LP8559A3YFQR-CF,LINEAR IC,2016/7/20,39000
216074649,54029,3423398,LM75AIMX/NOPB,LINEAR IC,2016/7/20,2500
316070459,4795,3217065,WSL25125L000FEA18,PEMCO,2016/7/2,6000
316074279,30076,143759,LM324ADR,LINEAR IC,2016/7/13,97500
316072105,54681,15140982,"2SC4116-GR,LF(T",OTHERS,2016/7/7,12000
316072481,3111256,14847917,CM8064601483439SR1VK,CPU / MPU,2016/7/7,315
316076337,3076,14558753,CSD18532Q5B,LINEAR IC,2016/7/18,2500
316070100,6699,13834590,TPS51285BRUKR,LINEAR IC,2016/7/1,3000
316075156,44662,14896013,W83627HG-AW/A,CHIPSET / ASP,2016/7/14,528
316070593,6272,70250,"PCF8533U/2/F2,026",LINEAR IC,2016/7/4,85320
316078467,54131,1708,"BAT54C,215",DISCRETE,2016/7/22,3000
316077830,3415250,2207781,2061101,PEMCO,2016/7/21,24000
306070606,6272,14865872,PCA85133U/2DA/Q1Z,LINEAR IC,2016/7/27,2860
306070675,41153,3182587,"LPC2132FBD64/01,15",CPU / MPU,2016/7/27,3200
316074065,3017245,14847917,CM8064601483439SR1VK,CPU / MPU,2016/7/12,4990
316071845,3586249,3365635,CM8062301044204SR05Y,CPU / MPU,2016/7/6,2500
306070338,4785,70509,"BAV99,215",DISCRETE,2016/7/27,3000
CX48010519,2494,2207575,22041021,PEMCO,2016/7/14,500
CX48010255,16135,123154,TLZ15B-GS08,DISCRETE,2016/7/1,2500
CX48010503,9552,451398,0448015.MR,PEMCO,2016/7/13,1000
CX48010505,30764,2205773,522660211,PEMCO,2016/7/13,7200
CX48010751,16135,88870,LL4148-GS08,DISCRETE,2016/7/27,7500
CX48010733,2506,68044,0452003.MRL,PEMCO,2016/7/26,3000
CX48010736,35105,3336104,B39162B9444M410,PEMCO,2016/7/27,5000
CX48010330,2470,1433827,IHLP4040DZERR36M01,PEMCO,2016/7/4,1500
A10002154,2262,3337339,SMCJ440A-LF,PEMCO,2016/7/29,0
CX48010297,9552,3298469,SI4134DY-T1-GE3,DISCRETE,2016/7/4,5000
CX48010748,16135,3333258,7A25000012,PEMCO,2016/7/27,10000
CX48010589,35119,2205579,39012080,PEMCO,2016/7/19,10000
CX48010677,10203,3186387,MOV471KD14SBNL,PEMCO,2016/7/26,24000
216075320,33431,14711898,TS3A5223RSWR,LOGIC IC,2016/7/21,3000
216076934,52735,14726948,LP5907SNX-2.85/NOPB,LINEAR IC,2016/7/27,6000
ST160700027,2420,150057,SN74LVC2G17DBVR,LOGIC IC,2016/7/19,0
216076556,34458,14863013,CD3230A0YFFR-CF,LINEAR IC,2016/7/26,3000
216074759,54029,5722596,CM1457-06CP,DISCRETE,2016/7/20,3500
216077495,4094,232041,"BAS416,115",DISCRETE,2016/7/28,710
216076459,11146,126991,MBR0520LT1G,DISCRETE,2016/7/26,3000
216073638,2174,70415,MMBT3904LT1G,DISCRETE,2016/7/15,90000
216072032,20157,2166797,"BZX84-C9V1,215",DISCRETE,2016/7/8,3000
216077824,27495,3182773,"BZT52H-C5V1,115",DISCRETE,2016/7/29,3000
216075742,2472,3248498,2509209-0001,OPTICAL AND SENSOR,2016/7/22,450
216071089,11138,11100588,NCP1380DDR2G,LINEAR IC,2016/7/6,62500
216077177,98198,5862587,SIRA12DP-T1-GE3,DISCRETE,2016/7/27,3000
216077144,2194,3246553,TP0610K-T1-GE3,DISCRETE,2016/7/27,3000
216057290,2717205,70072,MMBT3906LT1G,DISCRETE,2016/5/30,0
316075949,4637,15402001,"Z0103NN,135",DISCRETE,2016/7/15,3000
316074943,46257,14860963,CSD88539ND,LINEAR IC,2016/7/14,2500
316073450,45001,135520,"PESD5V0S1BL,315",DISCRETE,2016/7/11,20000
306070233,6267,15189038,PCA9410AUKZ,LINEAR IC,2016/7/27,45000
316073450,45001,14855905,PESD5V0X2UAMYL,DISCRETE,2016/7/11,50000
316072768,4848,3224996,2N7002E-T1-GE3,DISCRETE,2016/7/8,39000
316072520,19124,134347,74HCT595DT,LOGIC IC,2016/7/7,2500
316077804,5816,70099,74HC164DT,LOGIC IC,2016/7/21,200000
SR160800078,6259,999913572,ADI_(BLANK)_BLANK,,2016/7/31,0
5119.ZZZZ,999999999,999913670,FAIRCHILD_(BLANK)_BLANK,,2016/7/31,0
SR160800071,2194,999913767,MICRON_(BLANK)_BLANK,,2016/7/31,0
SR160800067,11146,999913805,NXP_(BLANK)_BLANK,,2016/7/31,0
SR160800075,2192,999913600,ATMEL_(BLANK)_BLANK,,2016/7/31,0
SR160800055,5485,999913814,ON_(BLANK)_BLANK,,2016/7/31,0
316079765,6283,3188411,"LPC2214FBD144/01,5",CPU / MPU,2016/7/26,260
CX48010615,16135,3224937,SI7884BDP-T1-GE3,DISCRETE,2016/7/20,3000
CX48010615,16135,3246369,SI4435DDY-T1-GE3,DISCRETE,2016/7/20,2500
CX48010262,23254,14934992,PHE840MD6330MD17R25L1,PEMCO,2016/7/1,2100
CX48010219,16135,3228655,T520V477M2R5ATE009,PEMCO,2016/7/1,1000
CX48010679,54083,3306358,T520D337M006ATE025,PEMCO,2016/7/26,500
CX48010418,9437,3330395,0467.250NRHF,PEMCO,2016/7/7,30000
CX48010342,2517,3563601,IDC5020ER101M,PEMCO,2016/7/5,1000
CX48010272,2517,15351090,SP0502BXTG,PEMCO,2016/7/4,100
A20160700009,999999999,15363003,SMF51A-LF,PEMCO,2016/7/31,0
CX48010748,16135,3344032,7A24000027,PEMCO,2016/7/27,2000
CX48010201,16135,3223014,2N7002K-T1-GE3,DISCRETE,2016/7/1,9000
CX48010385,3746,15280984,GS230F,PEMCO,2016/7/6,3000
CX48010676,10203,3204546,MOV431KD10SBNL,PEMCO,2016/7/26,18000
216072582,7141,1754,"PMBT2907A,215",DISCRETE,2016/7/12,30000
216075611,9573,70447,"PMBS3906,215",DISCRETE,2016/7/22,6000
216076957,2717205,70415,MMBT3904LT1G,DISCRETE,2016/7/27,9000
216077283,26097,14518733,NTR5198NLT1G,DISCRETE,2016/7/27,12000
216076431,34458,14863023,CSD58873Q3D-CF,LINEAR IC,2016/7/26,55000
216076939,52735,14861213,TPS22924XYZZR-CF,LINEAR IC,2016/7/27,12000
216078050,52419,14281745,376S1193,DISCRETE,2016/7/29,9000
5153,999999999,2089807,TCMT1107,OPTICAL AND SENSOR,2016/7/31,-24000
216070639,37619,15452153,"SSM3K37CT,L3F(T",DISCRETE,2016/7/4,10000
216072442,2793,3324598,TLZ30D-GS08,DISCRETE,2016/7/12,2500
216075386,3564,3240497,MMSZ5242C-V-GS08,DISCRETE,2016/7/21,21000
216076548,52419,14786993,"SSM6N15AFE,LAPM(T",OTHERS,2016/7/26,36000
216076540,52419,14952248,"DSF01S30SC,L3APF(T",DISCRETE,2016/7/26,20000
5111.3304,999999999,999913600,ATMEL_(BLANK)_BLANK,,2016/7/31,0
SR160800113,2192,999913722,INTERSIL_(BLANK)_BLANK,,2016/7/31,0
306071388,3529246,2205229,22232041,PEMCO,2016/7/29,1000
306071836,6272,14329764,PCF2119DU/2/2Z,LINEAR IC,2016/7/29,1540
306071862,41153,627415,"LPC2148FBD64,151",CPU / MPU,2016/7/29,1280
306070869,17418,133775,"74LVC08APW,118",LOGIC IC,2016/7/27,20000
316077804,5816,134429,74HC32DT,LOGIC IC,2016/7/21,50000
316075016,4060,3235540,IRF840PBF,DISCRETE,2016/7/14,2000
